,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,e461c5837379517d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,3b96012de5d85ef5,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2,abe70bb253d250e4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,92b7fb405f2f5ccf,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0
4,94a77891082251d3,True,1.0,1.0,0.8172431402320706,1.0,1.0,1.0,0.9238513084300294
5,d5cf652a8ddf5a46,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
6,3a36b098acee53b9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,78f39692bcf85cb2,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
8,815132c8f2b4594e,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0
9,79bd7ba72d985b0b,True,0.5,1.0,0.2800373498950115,0.0,1.0,1.0,0.14167444789479408
10,639929a485e1582f,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
11,923dda2177545f0e,True,1.0,1.0,0.949119086417164,0.0,1.0,1.0,0.5621329526738184
12,69dbb083c75b5cf5,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0
13,62981e97b1e35af5,True,1.0,1.0,0.9706719483924385,1.0,1.0,1.0,0.9877799784968494
14,c6a199989fe9578f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,d6a0e6c1f41856ba,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
16,e63519408deb5931,True,1.0,1.0,0.9960436321590207,1.0,1.0,1.0,0.998351513399592
17,3b33d44fb39a530b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
18,ce1f8997a8ce502b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,aa784b6564cb56a3,True,1.0,1.0,0.9613257842118423,1.0,1.0,1.0,0.983885743421601
20,f30a714dd2af598d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
21,9812dd2e53325739,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
22,0715626fc800527e,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
23,91aeae3843455c34,True,1.0,1.0,0.9160465238276994,1.0,1.0,0.5,0.9650193849282079
24,59c3714116c25a7c,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,1b01b4ef87c951b7,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26,70ee383e3b335c16,True,1.0,1.0,0.7546585501315027,1.0,1.0,1.0,0.8977743958881262
27,0ac8e7379a575bb6,True,1.0,1.0,0.21055569951418554,1.0,1.0,1.0,0.6710648747975773
28,6f4131a328bc58b7,True,1.0,1.0,0.714349202053881,1.0,1.0,1.0,0.880978834189117
29,14f724bc59705bb4,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
30,18a85f2812b45525,True,1.0,1.0,0.2674643486341674,1.0,1.0,1.0,0.694776811930903
31,b350d0c1fd0a532a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,32cdbb04af4856c0,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
33,5d418a19150a56bb,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0
34,b01ded0854cc50fc,True,1.0,1.0,0.9714372251818705,1.0,1.0,1.0,0.9880988438257794
35,0386720f697155c5,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0
36,2836022321d45104,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
37,0ddc071278375700,True,1.0,1.0,0.40382411400362334,1.0,1.0,0.5,0.7515933808348431
38,27c35bdaec645591,True,1.0,1.0,0.7249365232632677,1.0,1.0,1.0,0.8853902180263615
39,83e30382af9d5c39,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
40,1b55b0b3663c5224,True,1.0,1.0,0.9064252096795563,1.0,1.0,1.0,0.9610105040331485
41,b18f531dcca75679,True,1.0,1.0,0.4353386805942473,1.0,1.0,1.0,0.764724450247603
42,ab0473e852235c3a,True,1.0,1.0,0.27008805875248443,1.0,1.0,1.0,0.6958700244802017
43,f23d4a49b1c753bc,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
44,67ace6f3cd2051ef,True,0.5,1.0,0.41007344329800466,0.0,1.0,1.0,0.1687653006870843
45,6339f2317047535d,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
46,659676efe11b58ca,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,5a8f0cf120495354,True,1.0,1.0,0.9301242943925129,0.0,1.0,1.0,0.5542184559968804
48,4e1e5dfc07e459cd,True,1.0,1.0,0.979476763378256,0.0,1.0,1.0,0.57478198474094
49,25a9a31e600057b7,True,1.0,1.0,0.6043379596464509,1.0,1.0,1.0,0.8351408165193545
50,d8c1754607175755,True,1.0,1.0,0.4716400222293126,1.0,1.0,1.0,0.7798500092622135
51,e4549edf1d405a17,True,1.0,1.0,0.9494019735109035,1.0,1.0,1.0,0.9789174889628764
52,e5e57399ea0a5228,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0
53,c635be4959ce596a,True,1.0,1.0,0.7291423363525013,1.0,1.0,1.0,0.8871426401468755
54,24ae3c9d96485b98,True,1.0,0.0,0.0,0.0,1.0,0.5,0.0
55,105e820419e05224,True,1.0,1.0,0.999941771244011,1.0,1.0,1.0,0.999975738018338
56,0f7b2eac06fb583b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
57,1c669b68dc3d5689,True,1.0,1.0,0.9476479779647546,1.0,1.0,1.0,0.9781866574853145
58,c4458a8bf3e955e2,True,1.0,1.0,0.8030390968602957,1.0,1.0,1.0,0.9179329570251232
59,2256b2a677aa5509,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,ab2748438f5d5a4d,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
61,1872470c12e85ed8,True,0.5,0.0,0.0,0.0,1.0,0.5,0.0
62,80cbc88e2410561e,True,1.0,1.0,0.6125167839966571,1.0,1.0,1.0,0.8385486599986072
63,c672f1584cb75697,True,1.0,1.0,0.0,1.0,1.0,1.0,0.5833333333333334
64,f0ac2804298b564f,True,1.0,1.0,0.02544294806399951,1.0,1.0,1.0,0.5939345616933331
65,d5085a26c5915a49,True,1.0,1.0,0.7601292300428997,1.0,1.0,1.0,0.9000538458512081
66,71fefe3bc0f0591e,True,1.0,1.0,0.9001068927772234,1.0,1.0,1.0,0.9583778719905097
67,af4f40d2f07d5a92,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
68,faa042f84c4f585a,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0
69,44c442cba5fe5f68,True,1.0,1.0,0.4168180955677285,1.0,1.0,1.0,0.7570075398198869
70,807dbc5ee447562b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
71,210dd1143b005422,True,1.0,1.0,0.9024059504358471,1.0,1.0,1.0,0.9593358126816028
72,98b18fb255445bb1,True,1.0,1.0,0.8948085449490758,1.0,1.0,1.0,0.956170227062115
73,143f361b85455570,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,7e1f829a0de95258,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
75,8465c2738bbc5faa,True,1.0,1.0,0.6699768517425171,1.0,1.0,1.0,0.8624903548927154
76,de864917fc075773,True,1.0,1.0,0.9440307470262094,1.0,1.0,1.0,0.9766794779275871
77,8fb4110a350b5f17,True,1.0,1.0,0.0,1.0,1.0,1.0,0.5833333333333334
78,e211bc381c495980,True,1.0,1.0,0.4426522131278763,1.0,1.0,1.0,0.7677717554699485
79,f8e205ba18865d15,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
80,64804276ef9559dc,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,900cf7a936095899,True,1.0,1.0,0.8725161236179151,1.0,1.0,1.0,0.9468817181741312
82,77868241ec115a11,True,1.0,1.0,0.9003331502953189,1.0,1.0,1.0,0.9584721459563829
83,35d813d8de5854f9,True,1.0,1.0,0.8478468024898309,0.0,1.0,1.0,0.5199361677040962
84,6774548111cb5ba4,True,1.0,1.0,0.9478739448364943,1.0,1.0,1.0,0.9782808103485393
85,3efa6ffa4fe25c6c,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
86,b8e3585d666259f4,True,1.0,1.0,0.940030605226495,1.0,1.0,1.0,0.9750127521777063
87,614792f42a2153a0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,39130d1d9c3455e7,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
89,6b8791b769f05a76,True,1.0,1.0,0.7538031343423756,1.0,1.0,1.0,0.8974179726426564
90,0cd8b5151f03580f,True,1.0,1.0,0.03823754621085081,1.0,1.0,1.0,0.5992656442545211
91,b29743e5885f5514,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,9de4f939d84557e3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,c37a081992495a0e,True,1.0,1.0,0.992026249096994,1.0,1.0,1.0,0.9966776037904141
94,5018ed61502d50f6,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
95,781efb1b870a58d4,True,1.0,1.0,0.23417885285715484,1.0,1.0,1.0,0.6809078553571478
